1,2,3,4,5,6,7,8,9,10,sound
1.706797,0.062434,0.231856,0.179580,0.193580,-0.154757,-0.051590,-0.085332,-0.104679,-0.053185,AK
1.673483,0.021935,0.297885,-0.069534,0.169595,-0.132726,-0.083677,-0.152750,-0.085924,0.064473,AK
1.822903,0.130883,0.248418,0.082613,0.010439,-0.172433,0.114597,0.016920,0.009762,0.069130,AK
1.804039,0.205764,0.272070,-0.101982,0.160626,0.112152,0.017528,-0.135770,0.021895,0.070879,AK
1.936401,0.218637,0.315252,-0.106975,0.065674,-0.116500,-0.174025,-0.107917,-0.047635,0.008879,AK
1.940646,0.122797,0.243974,-0.047546,0.114963,-0.114250,-0.013440,-0.049305,-0.050956,0.027513,AK
2.102950,-0.040365,0.160999,0.104584,0.187781,-0.084363,-0.044443,-0.065171,-0.008680,0.063701,AK
1.946004,0.142162,0.417323,0.035282,0.074777,-0.169768,-0.008238,-0.055183,-0.052650,0.042733,AK
2.175462,0.121014,0.430798,-0.022686,0.127192,0.130045,-0.120039,-0.082763,0.034388,0.016763,AK
2.237222,0.160351,0.307248,0.015467,0.043675,-0.102906,0.119310,0.020905,-0.106782,0.011272,AK
2.306030,0.077915,0.315788,-0.013991,0.144942,0.008178,-0.054740,-0.075726,-0.032304,0.073915,AK
2.336373,0.114265,0.322295,-0.037770,0.048493,-0.086578,-0.031254,-0.061467,-0.023560,0.115830,AK
2.380183,-0.002100,0.173655,0.054121,0.097936,-0.088910,0.088171,0.043663,0.023571,0.134903,AK
2.291580,0.173542,0.385961,0.049590,0.070190,-0.101723,-0.070451,0.052693,-0.010897,-0.024746,AK
2.473061,0.177977,0.190427,-0.017534,0.219853,0.019612,0.017763,-0.043370,-0.087394,0.028978,AK
2.201106,0.275048,0.201606,-0.143341,0.046806,-0.034633,0.053855,-0.121579,-0.145458,-0.031335,AK
1.399649,0.163577,0.496810,0.129861,-0.054849,0.068300,-0.026620,-0.009739,0.069315,-0.054767,AK
0.877519,-0.102168,0.164693,0.156096,0.094010,-0.086567,0.076643,-0.175044,0.029637,0.034668,AK
1.303384,0.282299,0.263877,0.070562,0.095538,-0.156725,-0.034981,-0.193323,0.036541,-0.019724,AK
1.683499,0.525135,0.247074,0.158431,0.197788,-0.096497,-0.094171,-0.215604,-0.014478,-0.003800,AK
2.092179,0.380012,0.244069,0.135342,0.154500,-0.031517,-0.143962,-0.278463,-0.032585,0.084315,AK
2.313562,0.267866,0.340484,-0.095100,0.190465,-0.005255,-0.118213,0.012187,-0.043974,-0.027572,AK
2.246803,0.386893,0.255560,-0.023879,0.043926,-0.016248,0.026496,-0.035170,-0.065310,-0.044493,AK
1.224844,-0.099290,0.400552,-0.070243,0.102328,0.070866,-0.118429,-0.113211,0.007778,-0.051944,AK
1.827189,0.326780,0.327776,0.013617,0.037630,-0.040391,-0.087667,-0.065291,-0.031287,-0.047269,AK
1.876977,0.308934,0.394154,-0.030749,0.153607,-0.063922,-0.058864,-0.050490,0.015830,0.053363,AK
1.971845,0.374043,0.396411,-0.132481,0.011464,-0.039966,-0.060788,-0.184026,0.032417,0.107488,AK
2.082036,0.361541,0.274307,0.045495,0.038115,-0.015184,0.000323,-0.026316,-0.038430,-0.068043,AK
1.962716,0.398930,0.368647,-0.027343,0.058786,-0.185315,0.095731,-0.030773,-0.078426,0.007179,AK
1.975471,0.425176,0.433324,-0.016633,0.053255,-0.003324,0.031045,-0.021765,0.003463,0.023846,AK
1.961111,0.107983,0.348293,-0.138311,0.075926,-0.016631,0.062716,-0.146163,-0.050054,0.137113,AK
1.919666,0.250245,0.284593,0.001223,-0.005217,-0.104858,-0.072113,-0.091447,-0.013971,0.015997,AK
1.966733,0.376364,0.282402,0.063036,0.103114,-0.204799,-0.059967,0.036750,0.038380,0.024415,AK
1.831697,0.401870,0.445471,0.025277,0.162303,-0.128590,-0.022619,-0.195846,-0.142626,-0.014639,AK
1.942904,0.303291,0.314658,0.014751,0.224542,-0.153710,-0.056490,-0.033451,-0.062115,-0.004900,AK
1.679410,0.139880,0.485915,0.130115,0.070238,-0.174725,-0.095332,-0.139024,0.072063,0.072108,AK
1.674995,0.221832,0.398632,0.062686,0.183562,-0.179480,-0.057491,-0.111233,-0.101799,-0.030105,AK
1.614564,0.212345,0.576961,-0.055621,0.165999,-0.101104,-0.014356,-0.026545,-0.071171,0.023652,AK
1.631994,0.196298,0.450134,0.002675,0.185760,0.047792,0.061281,-0.187287,-0.004701,0.104914,AK
1.492339,0.371164,0.475822,-0.019653,0.209800,-0.083509,0.045401,-0.177519,-0.079575,0.039273,AK
1.592465,0.210877,0.263835,0.065383,0.059613,-0.231955,0.084970,-0.117855,-0.029484,0.023620,AK
1.376956,0.021422,0.555126,0.089006,0.183217,-0.006357,0.006754,-0.087397,-0.064687,-0.021189,AK
1.396296,-0.042365,0.321280,0.057849,0.360004,-0.048649,-0.094018,-0.034646,-0.072450,-0.028369,AK
1.421988,0.151222,0.402383,0.235213,0.079155,-0.173459,0.063562,-0.063929,-0.013223,-0.056575,AK
1.487793,0.154133,0.433402,0.076797,0.315354,-0.036816,0.017443,-0.049382,-0.171049,-0.059311,AK
1.300249,0.212146,0.375460,0.162625,0.236082,-0.144362,0.127570,-0.082998,0.049552,0.084299,AK
1.620442,0.201166,0.326905,0.075685,0.250827,-0.011484,0.037549,-0.153101,0.002540,0.061916,AK
1.343310,0.269418,0.246592,-0.006528,0.316841,-0.014185,0.061247,-0.152537,0.025235,0.032671,AK
1.434889,0.127420,0.483519,0.039070,0.193967,-0.024987,0.031276,-0.095700,-0.004985,0.040662,AK
1.068073,0.058574,0.503160,-0.001116,0.193294,0.009667,-0.147137,-0.090036,-0.066117,-0.083445,AK
1.286610,0.224850,0.302095,-0.152431,0.303336,0.097546,-0.131545,-0.131816,-0.113354,-0.083932,AK
1.365475,0.211371,0.365654,-0.104555,0.204289,-0.027087,0.101039,-0.060326,-0.012272,0.058881,AK
0.706280,-0.064694,0.228825,0.053892,0.067818,-0.075496,0.008791,-0.070874,0.027512,0.037117,AK
1.089524,0.160981,0.388651,0.036468,0.156546,0.067190,0.096055,0.030154,0.100352,0.011417,AK
1.005788,0.189555,0.311993,0.101241,0.203999,-0.014618,0.067344,0.040375,0.177395,0.020604,AK
0.827545,-0.013977,0.322080,0.213265,0.249094,0.009594,0.052080,-0.044205,-0.098155,0.037397,AK
0.912966,0.162822,0.351052,0.054141,0.167817,-0.095941,0.079765,-0.076803,-0.086733,-0.067619,AK
1.024086,0.137886,0.225734,0.107679,0.111967,0.072625,0.147570,-0.080050,0.029626,-0.049326,AK
1.112549,-0.017621,0.339153,0.118317,0.275132,-0.133430,-0.008565,-0.082087,-0.169836,0.049777,AK
1.038821,0.255301,0.320391,0.076446,0.192455,-0.038585,0.159746,0.013771,0.028920,-0.032084,AK
0.786360,-0.044760,0.246061,0.058751,0.182641,0.030232,-0.021685,-0.102930,-0.023308,-0.043357,AK
0.795811,-0.057516,0.089313,-0.074608,-0.010233,-0.010930,0.044879,-0.102294,-0.132997,-0.038198,AK
1.124753,0.053841,0.228658,0.090401,0.347303,-0.072523,-0.118032,0.051499,-0.058484,-0.003126,AK
1.068394,0.233319,0.272721,0.116986,0.136794,-0.053497,0.075889,-0.014291,0.060052,0.000803,AK
0.960967,0.114893,0.290704,0.131405,0.247673,0.089324,0.037848,0.060181,0.116810,-0.050791,AK
0.972116,0.066161,0.302330,0.128311,0.177018,-0.010758,-0.050071,-0.072340,-0.020787,-0.035145,AK
0.989880,0.177422,0.376541,0.076241,0.272748,0.016443,0.003463,-0.054568,0.052385,-0.014683,AK
0.919368,0.240775,0.326755,-0.055223,0.224181,-0.075993,-0.002616,-0.071428,0.124284,0.006845,AK
1.013202,0.206680,0.399841,0.100870,0.126344,0.080483,0.104215,0.003918,0.033508,-0.055208,AK
0.922236,-0.044841,0.306464,0.079679,0.197247,0.031937,-0.101401,-0.026778,-0.055613,-0.063534,AK
0.496959,-0.164414,0.108039,0.008922,0.160416,0.021220,0.039468,-0.151480,-0.073138,0.017443,AK
1.097258,0.068122,0.211375,0.162407,0.166107,0.075694,0.132664,-0.046601,0.048948,-0.000081,AK
0.881368,0.013772,0.359241,-0.089656,0.047321,0.201306,0.088431,-0.056080,0.001004,0.051236,AK
0.924256,0.105039,0.213779,0.155761,0.305511,-0.016191,-0.007640,0.088085,-0.017086,0.002359,AK
0.841074,0.112834,0.457969,0.018867,0.112130,-0.071967,0.069284,-0.106504,0.010851,-0.065422,AK
0.967054,0.241200,0.302171,0.131172,0.172077,-0.099107,0.146976,-0.052811,-0.010293,-0.040028,AK
0.870795,0.142312,0.367508,-0.023719,0.057015,0.013255,0.080181,-0.045992,-0.093598,0.029430,AK
1.051426,0.229074,0.306898,0.047525,0.152982,0.075904,0.068439,-0.013274,0.083253,-0.055199,AK
0.626272,0.003178,0.216686,0.139717,0.278416,-0.161790,0.029289,-0.168440,0.043885,-0.003759,AK
0.742065,-0.025022,0.057342,-0.127622,0.170122,-0.111053,-0.089147,-0.104558,0.117317,-0.010586,AK
1.006402,0.195187,0.358059,-0.122433,0.288270,-0.018920,-0.013189,-0.064144,0.110923,-0.027852,AK
1.325005,0.299454,0.363112,-0.087290,0.195112,-0.120075,-0.082129,-0.068469,-0.098244,-0.007518,AK
1.621194,0.053238,0.289699,-0.051510,0.184884,-0.046692,-0.106314,-0.079538,-0.081872,-0.023595,AK
1.726760,-0.156003,0.333688,0.086246,0.197707,-0.112838,-0.080845,-0.018673,-0.061637,-0.005434,AK
1.760034,0.200837,0.292474,-0.063740,0.116906,-0.075890,-0.059174,-0.113869,0.016223,0.063151,AK
1.822913,0.149915,0.300279,-0.019994,0.213443,-0.010575,0.036435,0.075342,-0.016076,0.001685,AK
1.974619,0.121973,0.163975,0.046501,0.057064,-0.034718,-0.023323,-0.091126,0.008764,0.052461,AK
1.809882,0.289106,0.324322,0.070222,-0.011547,-0.066626,0.003611,-0.167428,-0.060958,-0.011690,AK
1.883902,0.076495,0.347984,0.116473,0.105338,-0.043931,-0.042528,-0.103576,-0.035087,-0.007501,AK
1.899456,0.098879,0.263953,0.103686,0.108789,-0.138688,-0.059094,-0.104112,-0.002386,0.046609,AK
2.137517,0.138310,0.349129,0.094553,0.180116,-0.004509,-0.060240,0.008243,0.012918,-0.009357,AK
2.058089,0.279829,0.325022,-0.007196,0.157060,-0.031208,-0.043871,-0.059713,-0.046167,0.005800,AK
2.175195,0.150681,0.300008,0.042677,0.175768,-0.081431,-0.032241,0.035511,-0.029125,-0.030430,AK
2.338129,0.149460,0.290411,0.009539,0.314768,-0.154031,-0.087365,0.018883,-0.044049,0.100538,AK
2.252671,0.150293,0.225983,0.094482,0.092362,-0.233542,0.047028,-0.031118,-0.050025,0.077314,AK
2.307980,0.120583,0.176444,0.089736,0.062609,-0.083889,0.078070,0.009246,-0.056941,-0.010347,AK
2.312207,0.179916,0.278623,-0.037898,0.052343,0.139644,-0.008580,-0.081315,-0.024004,-0.018479,AK
2.171120,0.212987,0.235780,0.051283,0.303954,-0.096869,-0.113367,-0.061956,-0.023570,0.089988,AK
0.654521,0.098591,0.369375,0.197033,0.052996,0.079076,0.117420,-0.191294,0.070589,-0.074074,AK
1.052698,0.000956,0.520389,0.063989,-0.003021,-0.024570,0.219100,-0.356295,-0.158500,0.130599,AK
1.414867,0.273682,0.364108,-0.020066,-0.157666,-0.048693,0.013506,-0.168717,0.123674,0.131177,AK
1.794107,0.292284,0.427099,0.117849,0.027109,-0.122215,-0.013490,-0.251762,-0.074132,0.049479,AK
2.171237,0.502177,0.208043,0.018175,0.215478,-0.049533,0.105391,-0.069077,-0.084139,-0.001855,AK
2.118037,0.473916,0.108082,-0.076055,0.114126,-0.116850,-0.013353,-0.163139,-0.100729,-0.013880,AK
2.043242,0.414923,0.206981,-0.060656,0.239795,0.028807,-0.114399,-0.101269,-0.018400,0.050171,AK
1.845252,0.360318,0.059418,0.082194,0.130001,-0.072377,-0.100880,-0.035270,0.064753,0.021208,AK
1.838576,0.513128,0.395427,-0.056084,0.083123,-0.012907,0.101455,-0.005987,-0.031853,-0.016699,AK
1.925363,0.552787,0.375243,0.119937,0.189678,-0.062405,-0.081048,-0.118464,0.010190,0.029199,AK
1.863596,0.424842,0.422456,-0.029086,0.251826,-0.095944,-0.044510,-0.066931,-0.036455,0.052374,AK
1.646592,0.470206,0.256725,0.014787,0.228853,0.015172,0.011270,-0.147762,-0.005846,0.018050,AK
1.605785,0.462981,0.117322,-0.069784,0.310234,-0.089733,-0.017019,-0.097253,0.033136,0.048505,AK
1.799590,0.531244,0.300991,-0.013054,0.202554,0.041276,0.039596,-0.129397,-0.080164,-0.007402,AK
1.833872,0.355470,0.265929,-0.015224,0.241959,-0.147466,-0.117691,0.080280,0.022050,0.029382,AK
1.783825,0.378678,0.313459,-0.189634,0.080854,-0.184389,0.022780,-0.079899,-0.025398,0.074791,AK
1.708253,0.345206,0.366567,-0.201207,0.168416,-0.083519,-0.025572,-0.062763,0.002170,0.072769,AK
1.649555,0.466453,0.450987,-0.229116,0.228757,-0.087759,-0.116023,0.067240,-0.081835,0.007370,AK
1.766594,0.742409,0.414309,-0.085122,0.203612,-0.050679,-0.128266,-0.114025,-0.024323,0.001772,AK
1.734145,0.419583,0.435311,-0.072778,0.233994,-0.021175,-0.001594,0.164763,-0.029563,-0.002682,AK
1.572778,0.465596,0.513176,-0.190942,0.244467,-0.152588,-0.103249,-0.073461,-0.073935,0.046727,AK
1.590595,0.480893,0.529130,0.029081,0.136091,-0.128590,0.024260,-0.045266,-0.029128,0.009696,AK
1.628585,0.467911,0.430617,0.053721,0.085186,-0.205678,-0.065943,-0.174581,-0.014015,0.003722,AK
1.540328,0.404339,0.334265,0.086859,0.090904,-0.177057,-0.004313,-0.098564,0.036070,0.039005,AK
1.256346,0.337369,0.392956,0.051528,0.210451,-0.101006,-0.093729,0.024946,0.071457,-0.031127,AK
1.322798,0.458773,0.407051,-0.055196,0.122786,-0.078630,-0.125540,-0.062257,-0.050906,-0.069871,AK
1.394240,0.461851,0.342589,-0.023250,0.232563,-0.116936,-0.093827,-0.027916,-0.053354,-0.005724,AK
1.403057,0.155347,0.550496,0.006509,0.151330,0.082063,-0.172342,-0.102695,-0.118307,-0.112103,AK
1.347576,0.275616,0.496072,-0.025805,0.228878,-0.136554,-0.171544,-0.044065,0.012682,0.000339,AK
1.361090,0.284163,0.277832,-0.096973,0.324604,-0.039858,-0.186719,-0.136790,-0.081770,0.065658,AK
1.356509,0.355814,0.468332,0.084072,0.102774,-0.075350,-0.052098,-0.111684,-0.048965,-0.023273,AK
1.056678,0.398208,0.368166,-0.106786,0.332005,-0.170509,-0.129855,-0.084324,-0.058407,0.008592,AK
1.268331,0.218478,0.327586,0.097109,0.123303,-0.102267,0.037511,-0.186874,0.010257,-0.032721,AK
1.282017,0.452264,0.361837,0.049706,0.195869,-0.053118,-0.031736,-0.107748,-0.015034,-0.052957,AK
1.364502,0.121080,0.345800,0.101229,0.162722,-0.042196,0.089899,-0.117184,-0.075389,-0.010551,AK
1.194998,0.137266,0.400536,0.140152,0.169422,-0.037145,0.012375,-0.103771,-0.067531,-0.102249,AK
1.156211,0.210533,0.269064,0.040129,0.140460,-0.083276,0.012860,-0.048693,-0.135864,-0.085006,AK
1.232660,0.189877,0.442238,0.056344,0.284321,-0.135384,0.018439,-0.059724,-0.042917,0.016754,AK
1.315343,0.156842,0.234456,-0.098383,0.415623,0.251960,-0.174775,-0.148286,-0.119999,0.024789,AK
0.937747,0.077538,0.220648,-0.061290,0.400610,0.064612,-0.082454,0.014105,-0.110495,-0.006472,AK
0.912721,-0.163270,0.245574,0.187119,0.093322,0.020053,0.181043,0.080098,-0.154287,-0.060901,AK
1.109444,0.227898,0.377199,0.031445,0.296973,0.110131,0.085246,-0.115834,-0.049881,0.041124,AK
0.757784,0.266601,0.359048,0.046493,0.357462,0.056004,0.035310,-0.079670,0.126515,-0.034124,AK
0.772183,0.080998,0.320858,0.069099,0.135797,0.124844,0.047465,-0.120723,0.004409,0.045724,AK
0.769296,0.107786,0.324825,0.156524,0.138658,0.084260,-0.007881,-0.010465,0.030604,-0.164257,AK
0.886009,0.222350,0.271059,0.038597,0.245048,0.005002,0.144983,0.010820,-0.041231,-0.066876,AK
0.965108,0.189011,0.288322,0.038621,0.257298,0.031103,-0.032351,-0.094674,-0.015127,0.070139,AK
