1,2,3,4,5,6,7,8,9,10,sound
1.323984,-0.163729,0.597377,0.263579,0.215337,0.234094,0.276240,0.105624,0.128322,0.168918,
1.282398,-0.438120,0.670606,0.242904,0.055978,0.233726,0.296370,0.102522,0.116815,0.062821,
1.393327,-0.321723,0.552386,0.178623,0.165064,0.176840,0.176340,0.274327,0.214901,0.037192,
1.458386,-0.548518,0.679087,0.164283,0.171773,0.180470,0.208713,0.170100,0.033259,0.134809,
1.458976,-0.466221,0.716606,0.236921,0.269772,0.147767,0.178316,0.198807,0.119243,0.194409,
1.500382,-0.364664,0.524409,0.263753,0.232142,0.308204,0.196928,0.071740,-0.010784,0.045861,
1.779182,-0.459492,0.518525,0.238142,0.170339,0.192153,0.178218,0.101378,0.100275,0.154908,
1.927223,-0.276720,0.345502,0.047855,0.270050,0.101609,0.087616,0.150958,0.118283,0.198227,
2.167667,-0.277101,0.295336,0.300815,0.251081,0.149964,0.227677,0.180969,0.119267,0.151485,
2.185758,-0.280270,0.535797,0.238211,0.399665,0.226348,0.210998,0.249331,0.111469,0.229539,
1.988599,0.120716,0.365646,0.304836,0.278363,0.180609,0.173288,0.136347,0.173714,0.169319,
2.262108,0.068153,0.328046,0.440973,0.187829,0.087839,0.130632,0.094596,0.001522,0.007378,
2.395889,-0.025839,0.679382,0.402685,0.240341,0.163805,0.096797,0.125389,0.034893,-0.032303,
1.994724,0.316790,0.538148,0.441918,0.181207,0.116403,0.120707,0.132129,-0.051683,-0.103538,
2.352828,0.217004,0.503394,0.547278,0.207189,0.177556,0.232231,0.115548,-0.024611,0.003585,
2.008092,0.440459,0.350054,0.439930,0.215528,0.071819,0.118470,0.125934,0.087806,0.064053,
2.368280,-0.061692,0.571874,0.472187,0.103313,0.191839,0.191884,0.128433,0.070789,0.012332,
2.180871,-0.123674,0.600765,0.466237,0.013028,0.132231,0.278918,0.100037,-0.051745,0.042791,
2.053459,-0.169955,0.711658,0.725690,0.056233,0.135745,0.211905,0.039628,0.079937,0.181123,
1.892634,0.153433,0.667283,0.621722,0.112546,0.239415,0.187172,0.065871,0.009753,0.059650,
2.066109,0.166281,0.710860,0.582081,0.244988,0.298091,0.178074,0.149586,0.036225,-0.035577,
2.017645,0.343242,0.572141,0.588928,0.082439,0.298578,0.243983,0.149244,-0.069141,-0.022442,
2.155291,0.295403,0.488192,0.602377,0.176844,0.328144,0.286111,0.055870,-0.071733,0.051144,
2.183747,0.288692,0.660652,0.641167,0.226530,0.218241,0.196027,0.161269,0.067945,0.037436,
2.014268,0.249662,0.616381,0.665158,0.154455,0.095718,0.208064,0.155120,0.096400,0.119284,
1.868733,0.399956,0.545359,0.500836,0.163761,0.149987,0.218240,0.183214,0.067135,0.068160,
1.780268,0.044833,0.354457,0.465011,0.039590,0.024229,0.172249,0.138969,0.040594,0.071779,
2.316348,-0.517844,0.661474,0.373962,0.029762,0.046017,0.218599,0.239372,0.059945,0.100865,
1.845045,-0.591928,0.908436,0.431965,-0.054840,0.255859,0.291752,0.112511,0.179811,0.174856,
1.920570,-0.732931,0.576105,0.424408,-0.155791,-0.070400,0.181682,0.182754,0.172016,0.159440,
2.016950,-0.768643,0.490326,0.354574,0.056178,0.116148,0.239216,0.254432,0.112689,0.028361,
1.095379,0.422298,0.366738,0.322892,0.171534,0.046569,0.108788,0.276320,0.155253,0.070354,
